@RELATION stars

@ATTRIBUTE object_id STRING
@ATTRIBUTE spectral_class NUMERIC
@ATTRIBUTE luminosity_class NUMERIC
@ATTRIBUTE motion_type NUMERIC
@ATTRIBUTE v_magnitude NUMERIC
@ATTRIBUTE parallax NUMERIC
@ATTRIBUTE pm_ra NUMERIC
@ATTRIBUTE pm_dec NUMERIC
@ATTRIBUTE radial_velocity NUMERIC
@ATTRIBUTE ra_degrees NUMERIC
@ATTRIBUTE dec_degrees NUMERIC
@ATTRIBUTE b_magnitude NUMERIC
@ATTRIBUTE r_magnitude NUMERIC
@ATTRIBUTE g_magnitude NUMERIC
@ATTRIBUTE j_magnitude NUMERIC
@ATTRIBUTE h_magnitude NUMERIC
@ATTRIBUTE k_magnitude NUMERIC
@ATTRIBUTE i_magnitude NUMERIC
@ATTRIBUTE distance_pc NUMERIC

@DATA
'HIP 22921','K','V','Normal',10.07,21.8076,103.56,-209.63,?,73.986218,-30.858655,11.27,?,?,7.834,7.244,7.131,?,45.86
'HIP 84964','K','III','Normal',9.09,1.3438,-33.972,-27.981,42.32,260.484558,-17.774747,10.72,?,?,6.193,5.422,5.186,?,744.16
'HD 124081','B','V','Normal',9.77,1.6144,-12.486,-0.654,?,213.209053,-51.21807,9.9,?,?,9.462,9.457,9.374,?,619.43
'HIP 103552','Unknown','V','Normal',9.56,1.582,15.693,-4.46,?,314.696715,7.076521,9.8,?,?,9.213,9.235,9.152,?,632.11
'HR 1663','K','III','High_Proper_Motion',5.01,7.327,68.621,-2.21,36.55,76.241726,-49.577834,6.47,?,?,2.42,1.62,1.47,?,136.48
'HD 283515','G','V','Normal',11.27,5.7742,-3.914,12.004,10.581,63.06675,24.046653,12.22,?,?,9.664,9.372,9.255,?,173.18
'HD 199546','G','III','Normal',8.14,2.7898,-0.811,-23.814,-47.72,313.926055,53.805878,9.12,?,?,6.437,5.952,5.892,?,358.45
'HD 125601','F','IV','High_Proper_Motion',10.2,3.3479,-47.699,-6.138,-25.84,215.472698,-49.979646,10.75,?,?,9.118,8.948,8.836,?,298.69
'HR 432','A','V','Normal',6.023,7.1956,58.117,-2.462,4.2,22.470261,18.355669,6.159,?,?,5.666,5.574,5.515,?,138.97
'HIP 104451','M','V','Normal',7.33,5.44,-44.21,-44.921,-8.03,317.382431,68.490898,8.82,?,?,-0.496,-1.287,-1.824,?,183.82
'HIP 95249','K','V','Normal',7.3,4.0245,23.727,13.098,-22.932,290.694245,30.271102,8.29,?,?,5.552,5.099,4.978,?,248.48
'HD 27576','G','III','Normal',9.84,11.4919,37.548,10.987,27.88,64.979174,-30.404848,10.51,?,?,8.545,8.217,8.143,?,87.02
'HR 3845','K','III','High_Proper_Motion',3.91,12.9055,46.27,-62.544,24.19,144.964006,-1.142811,5.23,?,?,1.68,0.953,0.874,?,77.49
'HD 106889','G','V','Normal',10.11,6.2148,-36.508,-20.318,1.87,184.397738,7.520274,10.66,?,?,9.136,8.927,8.837,?,160.91
'HIP 101080','A','V','Normal',8.46,4.5716,14.735,-17.051,?,307.361192,-49.782953,8.56,?,?,8.203,8.199,8.138,?,218.74
'HIP 29709','A','IV','Normal',8.99,4.1359,3.78,-15.796,?,93.870765,2.138145,9.18,?,?,8.552,8.519,8.441,?,241.79
'HD 184381','F','III','Normal',6.692,7.8639,7.874,7.514,-27.05,293.228746,31.236105,7.116,?,?,5.846,5.662,5.606,?,127.16
'HIP 58374','K','V','High_Proper_Motion',8.72,37.7361,-172.747,-54.305,-10.159,179.548769,-23.923888,9.74,?,?,6.903,6.411,6.314,?,26.5
'HIP 6469','K','V','Normal',8.15,2.9017,17.89,9.985,19.77,20.803635,40.610449,9.22,?,?,6.149,5.551,5.475,?,344.63
'HIP 32699','A','III','Normal',8.05,1.5751,-0.71,0.713,?,102.318936,-18.461141,8.07,?,?,7.937,7.949,7.941,?,634.88
'HIP 62572','A','IV','Normal',5.35,7.7658,-31.517,20.774,5.7,192.307228,83.412898,5.39,?,?,5.106,5.136,5.11,?,128.77
'HIP 106995','F','V','High_Proper_Motion',8.18,10.0947,-67.887,-17.242,65.66,325.040748,-62.806239,8.61,?,?,7.342,7.203,7.11,?,99.06
'HIP 42299','K','III','Normal',6.171,7.5022,-1.295,4.582,18.06,129.363224,-4.934002,7.227,?,?,4.738,4.043,3.927,?,133.29
'HD 285663','K','V','High_Proper_Motion',10.011,23.7522,104.464,-50.568,39.29,64.59168,17.42164,11.099,9.55,10.71,7.84,7.3,7.162,9.19,42.1
'HIP 27249','A','V','High_Proper_Motion',5.927,16.8232,19.542,-58.818,6.13,86.626624,56.115576,6.073,?,?,5.545,5.534,5.515,?,59.44
'HIP 77763','K','V','Normal',8.51,3.9978,-5.923,22.381,-30.0135,238.174014,42.586921,8.73,?,?,8.131,8.12,8.057,?,250.14
'HD 207916','F','IV','Normal',10.87,3.8926,-13.273,-3.261,-1.74,328.224658,-18.998144,11.14,?,?,9.699,9.474,9.386,?,256.9
'HD 170951','M','III','Normal',7.86,1.7079,4.422,-2.382,-4.81,277.790239,25.163281,9.42,?,?,3.796,2.901,2.519,?,585.51
'HIP 111469','F','V','Normal',7.08,15.259,-84.458,-24.469,11.79,338.750902,60.826402,7.47,?,?,6.195,5.98,5.9,?,65.54
'HIP 94117','A','V','Normal',8.17,0.8445,-1.057,-1.654,?,287.387951,29.358033,8.11,?,?,8.205,8.266,8.271,?,1184.13
'HD 144736','G','IV','Normal',9.27,4.4984,9.465,12.166,-6.61,242.293922,-44.73321,10.29,?,?,7.332,6.824,6.676,?,222.3
'HIP 29841','Unknown','V','Normal',9.44,1.4722,-3.52,14.403,11.25,94.248431,-16.102676,10.94,?,?,6.961,6.24,6.012,?,679.26
'HIP 85147','B','III','Normal',5.676,2.0756,-0.324,-9.033,4.0,261.004481,-62.864154,5.524,?,?,5.959,6.063,6.075,?,481.79
'HIP 41778','F','V','Normal',8.26,4.8287,2.806,-31.426,7.46,127.789913,49.314922,8.75,?,?,7.346,7.181,7.128,?,207.1
'HD 317468','G','III','Normal',10.04,1.767,-12.178,-14.459,4.26,275.738002,-30.25986,11.27,?,?,7.816,7.268,7.108,?,565.93
'HD 126564','B','IV','Normal',9.72,1.305,-7.072,-3.321,?,217.136413,-60.5718,9.79,?,?,9.469,9.48,9.448,?,766.28
'HD 137555','A','V','Normal',8.5,4.3396,-23.823,26.294,-14.1,230.969526,58.697475,8.86,?,?,7.907,7.771,7.729,?,230.44
'HIP 96625','G','V','Normal',8.01,3.5985,13.202,34.563,-93.5,294.692889,21.908989,9.07,?,?,6.189,5.651,5.55,?,277.89
'HD 106771','A','V','Normal',9.76,3.7432,-23.569,-3.261,?,184.213309,-52.07735,10.15,?,?,9.225,9.111,9.041,?,267.15
'HD 197727','K','III','High_Proper_Motion',8.87,5.53,-22.698,-65.391,-14.54,311.552565,-23.799218,9.95,?,?,7.048,6.543,6.388,?,180.83
'HD 73619','K','III','Normal',7.43,5.4033,-35.285,-13.047,32.6,129.990707,19.541479,7.72,?,?,7.065,7.034,7.007,?,185.07
'HIP 39394','F','V','Normal',8.37,6.7248,7.231,-13.623,-13.04,120.803044,46.217487,8.78,?,?,7.485,7.346,7.295,?,148.7
'HD 236772','F','V','Normal',9.76,3.7653,-17.609,-4.801,?,23.022253,56.948497,10.25,?,?,8.603,8.473,8.359,?,265.58
'HD 187594','F','V','Normal',8.23,8.4275,28.149,11.999,?,297.224789,44.970831,8.78,?,?,7.203,6.971,6.944,?,118.66
'HR 1426','K','III','High_Proper_Motion',5.68,7.4129,28.012,61.923,6.72,64.496957,-80.214032,6.511,?,?,4.249,3.667,3.647,?,134.9
'HIP 11734','F','V','Normal',7.69,6.0575,35.842,-20.453,21.6,37.867109,37.454114,8.05,?,?,6.887,6.765,6.712,?,165.08
'HR 7088','F','IV','Normal',6.61,14.9286,-17.809,-34.129,-35.4,282.710379,-22.16219,6.99,?,?,5.521,5.34,5.277,?,66.99
'HD 26342','F','V','Normal',7.84,5.3613,-22.219,-8.501,-24.15,63.203733,54.412613,8.36,?,?,6.674,6.484,6.408,?,186.52
'TYC 7562-915-1','Unknown','V','Normal',12.34,1.5938,5.427,-7.371,26.47,42.692611,-42.125801,12.88,?,?,11.446,11.2,11.08,?,627.43
'HD 75745','F','V','High_Proper_Motion',9.44,7.4758,-59.351,21.978,133.262,132.39983,-52.476499,10.01,?,?,8.329,8.029,7.935,?,133.76
'HIP 4174','B','V','Normal',7.1,2.8562,11.943,-4.237,6.0,13.33075,49.655646,7.08,?,?,6.955,7.031,7.002,?,350.12
'HD 70956','A','V','Normal',9.29,3.4892,-20.465,-7.128,8.91745,126.36902,22.484531,9.53,?,?,8.637,8.541,8.482,?,286.6
'HIP 74725','A','III','Normal',7.04,5.0413,-14.235,-7.159,?,229.071247,-48.044628,7.16,?,?,6.657,6.629,6.563,?,198.36
'HIP 92358','F','V','Normal',8.27,11.6612,-8.166,29.763,41.4,282.347172,-81.270691,8.76,?,?,7.291,7.088,7.016,?,85.75
'HR 8722','A','V','Normal',5.714,12.7125,-25.096,2.455,7.39,344.199168,-47.96922,5.938,?,?,5.322,5.29,5.262,?,78.66
'HR 179','B','IV','Normal',4.81,2.9022,16.126,-6.05,-10.0,10.516218,50.512533,4.71,?,?,5.024,5.072,5.083,?,344.57
'HIP 33862','B','III','Normal',9.27,1.3853,0.256,-0.689,?,105.443265,-0.368295,9.21,?,?,9.438,9.503,9.538,?,721.87
'HIP 82612','F','V','Normal',9.71,4.5625,-13.546,-5.506,?,253.330921,5.853332,10.12,?,?,8.828,8.672,8.621,?,219.18
'HD 351980','G','V','Normal',10.39,3.4173,3.906,-1.949,-33.11,304.815657,19.646285,10.98,?,?,9.656,9.482,9.433,?,292.63
'HD 221781','B','V','Normal',7.99,2.2197,8.541,-1.808,?,353.69411,52.610332,7.97,?,?,7.921,7.981,7.978,?,450.51
'HIP 96908','F','IV','High_Proper_Motion',8.84,6.7163,-56.798,-87.342,34.61,295.493206,1.182066,9.39,?,?,7.711,7.522,7.428,?,148.89
'HD 308895','A','V','Normal',11.17,0.3612,-6.888,1.047,?,174.988239,-62.560729,11.31,?,?,10.686,10.6,10.573,?,2768.55
'HIP 18936','F','V','High_Proper_Motion',7.65,9.7539,-23.956,-44.976,3.08,60.87959,81.576672,8.07,?,?,6.835,6.671,6.639,?,102.52
'HR 1475','K','III','High_Proper_Motion',5.78,22.724,-117.583,-18.729,31.79,68.391456,-62.823677,6.822,?,?,4.42,3.75,3.78,?,44.01
'HD 87867','G','V','Normal',8.82,2.2443,19.969,-13.538,-30.793,152.061124,18.765065,9.83,?,?,7.04,6.535,6.445,?,445.57
'HD 33666','A','IV','Normal',8.56,6.6932,-11.306,7.113,?,77.717483,-23.574186,8.84,?,?,8.035,7.961,7.923,?,149.41
'HD 141390','B','II','Normal',9.54,1.0263,-3.846,-6.069,?,237.778657,-50.755644,9.59,?,?,9.22,9.203,9.178,?,974.37
'HR 2791','A','V','Normal',5.243,7.3579,-9.529,9.565,33.79,109.639635,-39.210284,5.261,?,?,5.092,5.12,5.093,?,135.91
'HIP 93205','F','V','Normal',9.139,7.0838,-16.951,-30.098,?,284.774643,18.168106,10.041,9.13,10.34,8.074,7.853,7.81,8.846,141.17
'HR 8470','F','II','High_Proper_Motion',5.584,13.2597,71.702,8.708,-24.12,333.43514,-25.180904,6.073,?,?,4.663,4.606,4.344,?,75.42
'HIP 31301','Unknown','V','Normal',10.8,2.18,-17.883,14.497,3.89,98.461552,-47.055099,11.5,?,?,9.269,8.865,8.78,?,458.72
'HIP 102771','B','V','Normal',6.451,1.0673,-3.013,-4.303,-27.3,312.322462,64.042259,6.472,?,?,6.302,6.383,6.398,?,936.94
'HD 119076','K','III','Normal',6.88,1.8293,-9.804,-5.568,-18.9,205.685418,-61.892038,8.034,?,?,4.901,4.533,4.224,?,546.66
'HD 226128','K','V','Normal',8.73,1.709,4.683,5.106,-17.69,297.707451,37.001734,9.72,?,?,6.994,6.523,6.432,?,585.14
'HIP 76103','A','V','Normal',8.57,3.9623,-19.492,-7.569,-14.63,233.142092,-19.402745,8.68,?,?,8.216,8.205,8.176,?,252.38
'HIP 37334','O','I','Normal',8.2,0.3034,-2.352,3.093,71.26,114.955574,-32.578371,9.52,8.91,9.96,6.355,6.22,6.038,7.9,3295.98
'HD 174875','F','V','Normal',9.97,6.6494,24.197,-27.896,-20.64,283.973096,-55.331698,10.52,?,?,9.023,8.794,8.765,?,150.39
'HD 143829','B','II','Normal',8.28,1.2339,-1.554,-4.627,?,241.342195,-54.378594,8.404,?,?,7.724,7.7,7.677,?,810.44
'HD 326752','G','V','Normal',10.03,7.5159,-6.506,4.821,29.69,255.83076,-40.934079,10.46,?,?,9.012,8.749,8.716,?,133.05
'HIP 8285','F','V','High_Proper_Motion',?,18.4276,-130.421,-114.921,-42.105,26.68703,25.918238,8.72,?,?,6.977,6.658,6.617,?,54.27
'HIP 108764','F','V','Normal',9.416,6.2577,-30.311,-21.569,6.62,330.486094,-37.944872,9.82,9.336,9.867,8.357,8.138,8.094,9.059,159.8
'HD 145541','B','III','Normal',9.05,1.8687,-1.857,-6.329,?,243.453846,-48.914585,9.17,?,?,8.61,8.59,8.577,?,535.13
'HD 278253','G','V','Normal',9.07,8.7447,17.532,-40.446,13.84,82.335992,39.344041,9.65,?,?,7.988,7.818,7.671,?,114.35
'HR 6382','K','III','High_Proper_Motion',6.285,8.1923,16.783,-48.373,-31.3,258.06902,-38.822537,7.351,?,?,4.58,3.942,3.925,?,122.07
'HIP 106532','K','III','Normal',8.65,3.3602,-12.366,-14.749,-2.53,323.64959,5.384748,9.83,?,?,6.713,6.142,5.979,?,297.6
'HD 233761','K','V','Normal',9.42,1.8318,-13.128,-3.143,38.45,160.618416,54.086517,10.48,?,?,7.682,7.167,7.081,?,545.91
'HIP 10140','G','V','High_Proper_Motion',8.77,19.6175,289.0,-266.608,27.002,32.602198,29.806573,9.35,?,?,7.572,7.28,7.216,?,50.97
'HIP 89654','A','V','Normal',7.3,5.0417,-2.392,7.014,-32.43,274.451648,40.303533,7.35,?,?,7.205,7.219,7.203,?,198.35
'HIP 45232','Unknown','V','High_Proper_Motion',10.36,20.6236,-269.86,132.38,52.96,138.272828,-25.083505,11.44,?,?,8.47,7.944,7.804,?,48.49
'HIP 51880','G','V','Normal',9.76,4.4575,4.535,20.698,12.8662,158.997873,51.311951,10.46,?,?,8.715,8.484,8.447,?,224.34
'HIP 40114','K','V','Normal',8.62,1.2563,-4.594,-1.073,45.09,122.900012,9.677716,10.1,?,?,6.214,5.462,5.312,?,795.99
'HIP 86795','F','V','High_Proper_Motion',8.39,7.6851,-14.77,-58.891,10.11,266.031256,56.193513,8.85,?,?,7.423,7.259,7.196,?,130.12
'HD 155728','A','V','Normal',8.37,3.852,5.147,17.117,-19.64,258.15206,21.122279,8.66,?,?,7.739,7.658,7.586,?,259.61
'HD 274771','K','V','Normal',10.642,0.9962,7.82,-0.057,16.7,81.088277,-47.156195,11.932,10.31,11.363,8.504,7.854,7.679,9.782,1003.81
'HIP 58426','F','V','Normal',8.42,7.4637,-36.765,13.652,-10.04,179.69813,4.831429,8.9,?,?,7.506,7.313,7.268,?,133.98
'HIP 93923','G','V','Normal',9.32,6.7091,-10.564,-21.895,-15.34,286.868203,-30.786186,9.89,?,?,8.241,7.994,7.932,?,149.05
'HIP 73950','K','III','Normal',7.81,1.3883,-10.019,-13.49,-27.98,226.678809,-62.401214,9.41,?,?,5.255,4.246,4.1,?,720.31
'HIP 97271','K','V','Normal',8.43,2.6478,19.65,-10.84,-20.2,296.536992,62.510299,9.42,?,?,6.67,6.197,6.083,?,377.67
'HD 55688','F','V','Normal',9.03,6.1595,-24.063,-20.436,?,108.381873,-10.507717,9.6,?,?,7.943,7.741,7.65,?,162.35
'HD 294106','G','V','Normal',10.15,1.2416,-0.854,-4.031,-41.9,81.656404,-2.437758,11.16,?,?,8.117,7.596,7.461,?,805.41
'HD 176746','G','IV','Normal',9.2,1.7731,-5.393,-10.372,12.77,285.584137,-15.542567,10.47,?,?,6.752,6.14,5.945,?,563.98
'HD 43484','K','III','Normal',8.16,5.3351,17.901,10.858,1.76,94.031184,-9.587411,9.11,?,?,6.446,5.947,5.841,?,187.44
'HD 25496','A','V','Normal',9.12,3.1426,2.532,13.757,?,58.161197,-79.341723,9.34,?,?,8.61,8.55,8.501,?,318.21
'HD 324673','A','V','Normal',11.28,0.9988,-2.265,-4.206,?,269.616513,-37.551822,11.42,?,?,10.88,10.882,10.857,?,1001.2
'HD 5829','K','III','Normal',10.61,1.567,0.962,4.522,-9.65,14.482211,-73.759455,11.68,?,?,9.016,8.496,8.391,?,638.16
'HIP 82126','K','III','High_Proper_Motion',7.91,4.8925,-13.46,70.483,-53.43,251.657907,2.323377,8.88,?,?,6.056,5.551,5.42,?,204.39
'HD 205183','G','IV','High_Proper_Motion',9.29,17.8098,204.601,-14.067,-20.98,323.51588,-17.579881,10.14,?,?,7.981,7.592,7.508,?,56.15
'HR 8433','K','III','Normal',4.99,7.1737,4.69,-49.585,20.36,332.108048,-34.043841,6.47,?,?,2.52,1.76,1.61,?,139.4
'HIP 61058','K','V','Normal',6.94,5.4799,-45.449,-12.921,-14.32,187.723105,71.299926,7.98,?,?,5.137,4.686,4.559,?,182.49
'HD 127441','A','IV','Normal',8.73,1.7712,-17.237,-11.665,?,218.172722,-44.571061,9.02,?,?,8.127,8.06,7.989,?,564.59
'HR 8083','B','V','High_Proper_Motion',6.17,9.833,29.059,-47.029,-20.6,316.936226,-17.455901,6.14,?,?,6.254,6.283,6.243,?,101.7
'HD 256556','Unknown','V','Normal',10.21,2.4308,3.571,-0.176,-9.23,96.28536,31.638666,10.8,?,?,9.202,8.947,8.864,?,411.39
'HIP 115290','F','V','Normal',?,4.93,55.62,12.69,-4.12,350.243404,-37.687306,?,?,?,8.098,7.833,7.791,?,202.84
'HD 69692','K','III','Normal',8.18,2.4985,-17.304,1.191,16.63,124.138047,-38.798751,9.48,?,?,5.919,5.252,5.062,?,400.24
'HD 87905','A','V','Normal',9.5,1.4954,-1.814,-4.179,?,151.891682,-29.271144,9.55,?,?,9.219,9.164,9.139,?,668.72
'HD 78393','F','V','Normal',9.44,6.349,-35.799,-12.73,0.24,136.899436,-12.373155,9.87,?,?,8.589,8.414,8.388,?,157.51
'HIP 104666','G','V','Normal',8.81,1.1165,9.532,1.859,69.8,318.013431,-61.255496,9.81,?,?,6.801,6.223,6.103,?,895.66
'HD 27223','B','V','Normal',8.02,3.3775,-1.068,-11.31,-16.2834,65.380817,60.792671,8.01,?,?,8.019,8.076,8.081,?,296.08
'HD 213915','F','V','Normal',9.54,5.7127,-0.646,-20.728,7.09,338.857876,-41.611754,9.97,?,?,8.478,8.306,8.31,?,175.05
'HD 74636','B','IV','Normal',9.25,2.0767,-0.609,-5.112,?,130.720163,-51.668004,9.3,?,?,9.051,9.068,9.028,?,481.53
'HIP 9728','F','V','Normal',9.82,3.2162,2.568,12.93,12.76,31.279315,-42.981613,10.31,?,?,8.782,8.551,8.489,?,310.93
'HIP 27988','F','V','High_Proper_Motion',8.08,7.5305,12.165,-86.672,20.16,88.790756,76.869359,8.49,?,?,7.211,7.001,6.979,?,132.79
'HIP 6127','A','V','Normal',7.61,4.8069,-4.366,-12.516,?,19.665196,33.757003,7.83,?,?,7.119,7.034,6.98,?,208.03
'HIP 112332','F','V','Normal',7.56,13.2215,-9.053,-20.868,9.12,341.29338,11.686169,7.89,?,?,6.88,6.745,6.724,?,75.63
'HD 177606','K','III','Normal',7.81,1.7744,3.046,6.856,-41.39,286.48185,-14.65142,9.58,?,?,4.521,3.494,3.217,?,563.57
'HIP 103633','K','III','Normal',6.78,2.5897,2.728,-0.88,-25.18,314.956805,55.218031,8.15,?,?,4.73,4.084,3.871,?,386.15
'HIP 38792','M','III','Normal',6.4,2.4158,-1.859,-14.795,20.0,119.094676,-30.284571,7.88,?,?,1.527,0.619,0.356,?,413.94
'HD 274140','K','V','Normal',11.274,2.7164,15.941,7.352,56.81,81.729081,-41.05088,11.908,11.097,11.523,10.076,9.807,9.699,10.976,368.13
'HD 337268','K','V','Normal',10.13,1.1225,-3.025,-6.905,15.91,284.176883,24.733507,11.43,?,?,7.627,6.946,6.791,?,890.87
'HD 185605','B','V','Normal',7.51,0.8366,0.367,-5.297,-7.3,294.809,18.683819,7.65,?,?,7.014,7.02,7.048,?,1195.31
'HR 8298','M','III','Normal',6.23,4.1486,-0.792,-20.427,9.94,325.534807,45.765698,7.64,?,?,1.424,0.334,0.21,?,241.05
'HIP 100814','G','III','Normal',8.9,2.362,1.676,5.132,22.21,306.60934,-33.306182,9.87,?,?,7.164,6.648,6.557,?,423.37
'HIP 53608','G','V','High_Proper_Motion',10.42,7.6606,-94.645,-92.184,22.593901,164.509988,48.219077,11.26,?,?,9.053,8.759,8.644,?,130.54
'HIP 13901','F','V','Normal',8.36,7.1884,-30.52,-13.564,?,44.744559,-49.453878,8.79,?,?,7.534,7.38,7.308,?,139.11
'HD 345298','F','V','Normal',11.38,2.1957,4.846,-2.097,1.1,299.506288,23.530842,11.64,?,?,10.625,10.512,10.441,?,455.44
'HIP 81807','B','II','Normal',7.97,1.1378,-1.197,-3.19,?,250.630974,-55.844015,7.94,?,?,7.911,8.004,7.931,?,878.89
'HIP 26967','A','V','Normal',8.33,3.3558,10.644,-29.345,3.10894,85.841704,21.415968,8.42,?,?,8.154,8.19,8.142,?,297.99
'HIP 24614','K','III','Normal',7.9,2.8968,17.53,-0.556,18.64,79.196692,-49.599624,9.14,?,?,5.873,5.326,5.088,?,345.21
'HD 342917','F','V','Normal',10.71,1.8707,-3.538,0.085,-5.99,280.668533,22.635284,11.19,?,?,9.85,9.705,9.642,?,534.56
'HIP 11372','B','I','Normal',9.78,0.6624,1.483,-0.699,?,36.619464,55.034318,9.92,?,?,9.403,9.354,9.336,?,1509.66
'HD 12626','A','V','Normal',8.58,2.291,8.799,3.564,?,30.926583,-0.024027,8.85,?,?,7.973,7.872,7.857,?,436.49
'HIP 78972','K','III','Normal',8.96,2.9692,-21.31,12.019,-58.63,241.821235,-1.625269,10.17,?,?,6.754,6.169,6.009,?,336.79
'HD 32044','A','IV','Normal',9.6,2.8861,-4.487,-4.923,?,75.022207,-10.366804,9.87,?,?,9.088,8.989,8.952,?,346.49
'HIP 21041','K','V','Normal',8.64,3.2687,-9.896,26.382,-56.54,67.666245,65.890313,10.01,?,?,6.353,5.774,5.628,?,305.93
'HIP 52703','F','V','Normal',9.24,5.6262,-4.731,-50.139,-4.12647,161.636295,16.869483,9.72,?,?,8.376,8.223,8.147,?,177.74
'HIP 2592','K','III','High_Proper_Motion',9.488,2.815,33.13,39.818,19.68,8.223356,-68.161259,10.319,9.236,10.491,6.851,6.344,6.18,8.267,355.24
'HD 202181','K','V','Normal',7.32,4.4357,16.064,9.454,-47.66,317.712641,66.709497,8.32,?,?,5.641,5.216,5.094,?,225.44
'HR 3063','F','IV','Normal',6.361,13.7843,7.349,-9.493,27.9,117.920346,-12.819403,6.732,?,?,5.581,5.411,5.388,?,72.55
'HR 7368','K','V','High_Proper_Motion',?,64.0703,81.966,160.158,-21.24,290.891722,33.221966,?,?,?,5.369,4.743,4.493,?,15.61
'HIP 58616','A','V','Normal',6.922,8.2045,-34.64,2.908,-12.94,180.307368,12.377788,7.015,?,?,6.629,6.601,6.59,?,121.88
'HR 7607','B','V','Normal',6.648,2.9565,6.229,0.551,-19.800301,298.77708,30.194888,6.542,?,?,6.779,6.861,6.878,?,338.24
'HD 355690','A','V','Normal',11.31,2.22,-1.313,-4.589,?,295.163803,10.525797,11.72,?,?,10.152,9.955,9.912,?,450.45
'HR 1103','A','III','Normal',6.493,7.8441,3.174,-37.245,-11.54,54.750244,20.915773,6.646,?,?,6.167,6.16,6.098,?,127.48
'HIP 60959','K','V','High_Proper_Motion',10.24,19.1666,-264.294,-140.562,9.007854,187.442165,-49.863447,11.23,9.88,10.76,8.528,7.968,7.837,9.61,52.17
'HIP 99396','G','V','Normal',7.93,3.9737,-43.079,-14.076,15.48,302.623443,-6.163511,8.8,?,?,6.27,5.831,5.735,?,251.65
'HIP 19454','F','IV','High_Proper_Motion',?,23.7256,143.268,-87.123,-6.68,62.506851,86.626139,6.22,?,?,5.08,5.019,4.922,?,42.15
'HIP 28555','F','V','Normal',9.94,3.1132,-6.351,-8.62,-14.14,90.414666,21.136898,10.49,?,?,8.97,8.708,8.681,?,321.21
'HR 1567','B','III','Normal',3.73,3.2945,0.561,1.34,24.2,73.562904,2.440672,3.54,?,?,4.189,4.353,4.16,?,303.54
'HR 6542','K','III','High_Proper_Motion',5.672,10.1079,-0.307,-55.438,-23.69,263.414123,16.317546,6.681,?,?,4.127,3.648,3.373,?,98.93
'HD 50456','A','V','Normal',7.69,2.9698,-5.597,-3.123,10.6,103.621477,26.530733,7.67,?,?,7.577,7.616,7.605,?,336.72
'HIP 55022','F','V','Normal',?,9.452,207.036,-7.622,55.17,168.975956,2.086691,9.61,9.36,9.928,8.319,8.104,8.018,8.936,105.8
'HD 280189','F','V','Normal',10.59,3.5495,11.378,-32.128,?,73.506441,38.653756,11.19,?,?,9.228,8.967,8.901,?,281.73
'HIP 56862','G','III','Normal',5.095,8.3972,-29.762,5.783,9.1,174.873192,-65.397805,5.863,?,?,3.36,2.71,2.47,?,119.09
'HD 52110','G','IV','Normal',8.84,2.7133,-0.689,9.09,7.92,104.98479,-0.044638,9.62,?,?,7.283,6.898,6.768,?,368.55
'HIP 12806','G','V','High_Proper_Motion',11.69,2.786,48.021,-35.274,-3.08,41.14737,82.60714,12.25,?,?,10.224,9.841,9.779,?,358.94
'HD 113311','K','III','Normal',8.23,3.3049,3.163,-13.18,-13.57,195.857068,-43.87968,9.24,?,?,6.434,5.928,5.763,?,302.58
'HIP 109097','G','V','Normal',?,11.0054,41.519,-44.46,-68.4,331.494627,-56.472141,?,?,?,7.223,6.933,6.843,?,90.86
'HD 44014','F','IV','Normal',9.874,4.7862,-15.619,-9.842,11.27,93.767381,-62.296056,10.09,9.878,10.769,8.939,8.725,8.691,9.533,208.93
'HR 185','B','V','Normal',?,6.89,2.56,-6.72,11.1,10.678716,-38.463484,?,?,?,6.094,6.126,6.074,?,145.14
'HIP 11840','K','III','Normal',5.826,12.1221,-54.41,-19.59,2.84,38.219249,34.542384,6.919,?,?,4.002,3.471,3.233,?,82.49
'HIP 3458','A','V','Normal',7.83,4.6068,4.43,-0.928,?,11.056548,-7.887928,8.11,?,?,7.39,7.383,7.302,?,217.07
'HIP 16356','A','V','Normal',7.68,3.8115,5.62,-3.295,?,52.68641,5.513078,7.86,?,?,7.314,7.287,7.205,?,262.36
'HIP 10841','M','III','Normal',8.95,1.146,10.224,-7.855,-0.35,34.889351,-25.302577,10.55,?,?,5.52,4.789,4.431,?,872.6
'HIP 41326','F','V','High_Proper_Motion',8.27,11.6766,-85.259,-24.803,28.733,126.478848,17.833577,8.81,?,?,7.203,6.941,6.911,?,85.64
'HD 262617','A','V','Normal',9.32,2.6487,-1.573,-17.891,20.504,100.923253,19.730884,9.48,?,?,9.109,9.113,9.087,?,377.54
'HD 103046','K','III','High_Proper_Motion',7.87,10.319,-2.989,-52.352,-3.9,177.985566,8.822641,8.34,?,?,7.025,6.859,6.782,?,96.91
'HD 342709','A','V','Normal',11.26,1.203,3.756,-1.912,?,279.261246,22.832325,11.74,?,?,10.448,10.329,10.302,?,831.26
'HD 336277','K','V','Normal',9.6,4.0541,-9.381,-20.388,0.14,277.572615,25.190877,10.68,?,?,7.895,7.406,7.317,?,246.66
'HR 5407','B','V','Normal',4.97,7.5222,-23.446,-24.638,5.4,217.043447,-29.491638,4.9,?,?,5.073,5.143,5.158,?,132.94
